ordernumber,orderdate,productline,country,quantityordered,priceeach,sales,total_sales,dealsize
10115,2003-04-04 00:00:00,Classic Cars,USA,47,69.36,3259.92,3259.92,Medium
10127,2003-06-03 00:00:00,Classic Cars,USA,20,60.69,1213.8,1213.8,Small
10141,2003-08-01 00:00:00,Classic Cars,Finland,20,54.33,1086.6,1086.6,Small
10152,2003-09-25 00:00:00,Classic Cars,Australia,25,65.31,1632.75,1632.75,Small
10165,2003-10-22 00:00:00,Classic Cars,Singapore,25,69.36,1734.0,1734.0,Small
10176,2003-11-06 00:00:00,Classic Cars,Italy,27,68.78,1857.06,1857.06,Small
10184,2003-11-14 00:00:00,Classic Cars,Spain,31,60.11,1863.41,1863.41,Small
10195,2003-11-25 00:00:00,Classic Cars,USA,44,66.47,2924.68,2924.68,Small
10207,2003-12-09 00:00:00,Classic Cars,USA,49,46.82,2294.18,2294.18,Small
10220,2004-02-12 00:00:00,Classic Cars,Ireland,26,56.07,1457.82,1457.82,Small
10230,2004-03-15 00:00:00,Classic Cars,Germany,36,54.33,1955.88,1955.8799999999999,Small
10246,2004-05-05 00:00:00,Classic Cars,Spain,44,52.6,2314.4,2314.4,Small
10259,2004-06-15 00:00:00,Classic Cars,Singapore,28,46.82,1310.96,1310.96,Small
10271,2004-07-20 00:00:00,Classic Cars,USA,45,64.74,2913.3,2913.2999999999997,Small
10282,2004-08-20 00:00:00,Classic Cars,USA,29,46.82,1357.78,1357.78,Small
10292,2004-09-08 00:00:00,Classic Cars,USA,40,53.75,2150.0,2150.0,Small
10305,2004-10-13 00:00:00,Classic Cars,USA,45,61.85,2783.25,2783.25,Small
10314,2004-10-22 00:00:00,Classic Cars,Denmark,44,53.18,2339.92,2339.92,Small
10324,2004-11-05 00:00:00,Classic Cars,USA,25,69.16,1729.0,1729.0,Small
10336,2004-11-20 00:00:00,Classic Cars,France,45,100.0,5972.4,4500.0,Medium
10349,2004-12-01 00:00:00,Classic Cars,USA,48,47.4,2275.2,2275.2,Small
10358,2004-12-10 00:00:00,Classic Cars,Spain,44,60.76,2673.44,2673.44,Small
10371,2005-01-23 00:00:00,Classic Cars,USA,25,97.27,2431.75,2431.75,Small
10383,2005-02-22 00:00:00,Classic Cars,Spain,22,91.76,2018.72,2018.72,Small
10394,2005-03-15 00:00:00,Classic Cars,Spain,31,50.29,1558.99,1558.99,Small
10412,2005-05-03 00:00:00,Classic Cars,Spain,21,52.6,1104.6,1104.6000000000001,Small
10425,2005-05-31 00:00:00,Classic Cars,France,55,46.82,2575.1,2575.1,Small
10107,2003-02-24 00:00:00,Motorcycles,USA,25,100.0,2845.75,2500.0,Small
10120,2003-04-29 00:00:00,Motorcycles,Australia,35,98.05,3431.75,3431.75,Medium
10134,2003-07-01 00:00:00,Motorcycles,France,35,93.54,3273.9,3273.9,Medium
10145,2003-08-25 00:00:00,Motorcycles,USA,43,95.8,4119.4,4119.4,Medium
10159,2003-10-10 00:00:00,Motorcycles,USA,44,100.0,5355.68,4400.0,Medium
10168,2003-10-28 00:00:00,Motorcycles,USA,50,100.0,5747.5,5000.0,Medium
10180,2003-11-11 00:00:00,Motorcycles,France,48,100.0,5355.36,4800.0,Medium
10188,2003-11-18 00:00:00,Motorcycles,Norway,25,100.0,2535.75,2500.0,Small
10201,2003-12-01 00:00:00,Motorcycles,USA,39,100.0,4351.23,3900.0,Medium
10211,2004-01-15 00:00:00,Motorcycles,France,25,90.16,2254.0,2254.0,Small
10223,2004-02-20 00:00:00,Motorcycles,Australia,32,91.29,2921.28,2921.28,Small
10237,2004-04-05 00:00:00,Motorcycles,USA,20,100.0,2299.0,2000.0,Small
10251,2004-05-18 00:00:00,Motorcycles,USA,26,100.0,2637.18,2600.0,Small
10263,2004-06-28 00:00:00,Motorcycles,USA,42,100.0,4307.52,4200.0,Medium
10275,2004-07-23 00:00:00,Motorcycles,France,21,100.0,2153.76,2100.0,Small
10285,2004-08-27 00:00:00,Motorcycles,USA,34,100.0,3716.88,3400.0,Medium
10299,2004-09-30 00:00:00,Motorcycles,Finland,47,100.0,5455.76,4700.0,Medium
10309,2004-10-15 00:00:00,Motorcycles,Norway,21,100.0,2650.62,2100.0,Small
10318,2004-11-02 00:00:00,Motorcycles,USA,48,100.0,6437.28,4800.0,Medium
10329,2004-11-15 00:00:00,Motorcycles,USA,30,87.78,2633.4,2633.4,Small
10339,2004-11-23 00:00:00,Motorcycles,Japan,27,84.39,2278.53,2278.53,Small
10362,2005-01-05 00:00:00,Motorcycles,USA,50,96.92,4846.0,4846.0,Medium
10374,2005-02-02 00:00:00,Motorcycles,Australia,38,100.0,4197.1,3800.0,Medium
10389,2005-03-03 00:00:00,Motorcycles,Sweden,45,100.0,4597.65,4500.0,Medium
10403,2005-04-08 00:00:00,Motorcycles,UK,46,100.0,5287.7,4600.0,Medium
10417,2005-05-13 00:00:00,Motorcycles,Spain,35,100.0,3550.05,3500.0,Medium
10110,2003-03-18 00:00:00,Classic Cars,UK,29,59.37,1721.73,1721.73,Small
10123,2003-05-20 00:00:00,Classic Cars,France,50,59.87,2993.5,2993.5,Small
10137,2003-07-10 00:00:00,Classic Cars,France,26,49.81,1295.06,1295.06,Small
10148,2003-09-11 00:00:00,Classic Cars,Australia,47,56.85,2671.95,2671.9500000000003,Small
10161,2003-10-17 00:00:00,Classic Cars,Denmark,23,53.33,1226.59,1226.59,Small
10172,2003-11-05 00:00:00,Classic Cars,USA,34,42.76,1453.84,1453.84,Small
10181,2003-11-12 00:00:00,Classic Cars,Norway,34,53.83,1830.22,1830.22,Small
10192,2003-11-20 00:00:00,Classic Cars,USA,47,53.83,2530.01,2530.0099999999998,Small
10204,2003-12-02 00:00:00,Classic Cars,USA,45,49.81,2241.45,2241.4500000000003,Small
10212,2004-01-16 00:00:00,Classic Cars,Spain,45,53.33,2399.85,2399.85,Small
10226,2004-02-26 00:00:00,Classic Cars,USA,36,43.27,1557.72,1557.72,Small
10241,2004-04-13 00:00:00,Classic Cars,France,21,40.25,845.25,845.25,Small
10266,2004-07-06 00:00:00,Classic Cars,Italy,28,48.3,1352.4,1352.3999999999999,Small
10278,2004-08-06 00:00:00,Classic Cars,USA,35,45.28,1584.8,1584.8,Small
10288,2004-09-01 00:00:00,Classic Cars,Singapore,50,52.32,2616.0,2616.0,Small
10301,2003-10-05 00:00:00,Classic Cars,Norway,22,51.32,1129.04,1129.04,Small
10311,2004-10-16 00:00:00,Classic Cars,Spain,45,49.3,2218.5,2218.5,Small
10321,2004-11-04 00:00:00,Classic Cars,USA,48,42.26,2028.48,2028.48,Small
10332,2004-11-17 00:00:00,Classic Cars,UK,20,87.96,1759.2,1759.1999999999998,Small
10343,2004-11-24 00:00:00,Classic Cars,France,27,36.21,977.67,977.6700000000001,Small
10367,2005-01-12 00:00:00,Classic Cars,USA,38,38.5,1463.0,1463.0,Small
10379,2005-02-10 00:00:00,Classic Cars,Spain,32,100.0,3970.56,3200.0,Medium
10407,2005-04-22 00:00:00,Classic Cars,USA,64,40.25,2576.0,2576.0,Small
10420,2005-05-29 00:00:00,Classic Cars,Australia,37,60.37,2233.69,2233.69,Small
10106,2003-02-17 00:00:00,Planes,Italy,28,88.63,2481.64,2481.64,Small
10120,2003-04-29 00:00:00,Planes,Australia,39,100.0,4651.53,3900.0,Medium
10133,2003-06-27 00:00:00,Planes,Spain,41,94.1,3858.1,3858.1,Medium
10145,2003-08-25 00:00:00,Planes,USA,40,87.54,3501.6,3501.6000000000004,Medium
10168,2003-10-28 00:00:00,Planes,USA,49,100.0,6433.7,4900.0,Medium
10210,2004-01-12 00:00:00,Planes,Japan,27,98.48,2658.96,2658.96,Small
10223,2004-02-20 00:00:00,Planes,Australia,34,100.0,3608.76,3400.0,Medium
10235,2004-04-02 00:00:00,Planes,Canada,23,96.29,2214.67,2214.67,Small
10250,2004-05-11 00:00:00,Planes,USA,31,88.63,2747.53,2747.5299999999997,Small
10262,2004-06-24 00:00:00,Planes,Spain,34,97.38,3310.92,3310.92,Medium
10275,2004-07-23 00:00:00,Planes,France,25,95.2,2380.0,2380.0,Small
10284,2004-08-21 00:00:00,Planes,Norway,22,100.0,2310.88,2200.0,Small
10297,2004-09-16 00:00:00,Planes,Ireland,32,100.0,4061.76,3200.0,Medium
10308,2004-10-15 00:00:00,Planes,USA,31,100.0,3493.7,3100.0,Medium
10316,2004-11-01 00:00:00,Planes,UK,25,100.0,2872.25,2500.0,Small
10328,2004-11-12 00:00:00,Planes,Italy,47,87.54,4114.38,4114.38,Medium
10339,2004-11-23 00:00:00,Planes,Japan,21,50.65,1063.65,1063.6499999999999,Small
10353,2004-12-04 00:00:00,Planes,USA,28,71.73,2008.44,2008.44,Small
10374,2005-02-02 00:00:00,Planes,Australia,46,94.1,4328.6,4328.599999999999,Medium
10386,2005-03-01 00:00:00,Planes,Spain,33,41.71,1376.43,1376.43,Small
10398,2005-03-30 00:00:00,Planes,France,43,100.0,5552.16,4300.0,Medium
10401,2005-04-03 00:00:00,Planes,USA,38,96.29,3659.02,3659.0200000000004,Medium
10416,2005-05-10 00:00:00,Planes,Italy,47,88.63,4165.61,4165.61,Medium
10101,2003-01-09 00:00:00,Vintage Cars,Germany,45,31.2,1404.0,1404.0,Small
10110,2003-03-18 00:00:00,Vintage Cars,UK,20,35.51,710.2,710.1999999999999,Small
10124,2003-05-21 00:00:00,Vintage Cars,USA,45,37.84,1702.8,1702.8000000000002,Small
10149,2003-09-12 00:00:00,Vintage Cars,USA,36,33.19,1194.84,1194.84,Small
10162,2003-10-18 00:00:00,Vintage Cars,USA,37,27.22,1007.14,1007.14,Small
10173,2003-11-05 00:00:00,Vintage Cars,Italy,31,31.53,977.43,977.4300000000001,Small
10182,2003-11-12 00:00:00,Vintage Cars,USA,39,36.84,1436.76,1436.7600000000002,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,26,29.21,759.46,759.46,Small
10205,2003-12-03 00:00:00,Vintage Cars,Spain,32,37.17,1189.44,1189.44,Small
10214,2004-01-26 00:00:00,Vintage Cars,Spain,20,34.19,683.8,683.8,Small
10227,2004-03-02 00:00:00,Vintage Cars,France,42,29.21,1226.82,1226.82,Small
10243,2004-04-26 00:00:00,Vintage Cars,USA,33,29.54,974.82,974.8199999999999,Small
10280,2004-08-17 00:00:00,Vintage Cars,Italy,20,28.88,577.6,577.6,Small
10288,2004-09-01 00:00:00,Vintage Cars,Singapore,29,38.17,1106.93,1106.93,Small
10304,2004-10-11 00:00:00,Vintage Cars,France,23,30.2,694.6,694.6,Small
10312,2004-10-21 00:00:00,Vintage Cars,USA,39,29.54,1152.06,1152.06,Small
10322,2004-11-04 00:00:00,Vintage Cars,USA,20,100.0,2624.0,2000.0,Small
10332,2004-11-17 00:00:00,Vintage Cars,UK,45,81.91,3685.95,3685.95,Medium
10344,2004-11-25 00:00:00,Vintage Cars,France,20,35.18,703.6,703.6,Small
10356,2004-12-09 00:00:00,Vintage Cars,France,48,100.0,9720.0,4800.0,Large
10367,2005-01-12 00:00:00,Vintage Cars,USA,23,36.29,834.67,834.67,Small
10380,2005-02-16 00:00:00,Vintage Cars,Spain,32,70.56,2257.92,2257.92,Small
10391,2005-03-09 00:00:00,Vintage Cars,Australia,33,100.0,8344.71,3300.0,Large
10409,2005-04-23 00:00:00,Vintage Cars,Singapore,61,29.54,1801.94,1801.94,Small
10420,2005-05-29 00:00:00,Vintage Cars,Australia,45,26.88,1209.6,1209.6,Small
10107,2003-02-24 00:00:00,Motorcycles,USA,38,83.03,3155.14,3155.14,Medium
10120,2003-04-29 00:00:00,Motorcycles,Australia,34,83.79,2848.86,2848.86,Small
10134,2003-07-01 00:00:00,Motorcycles,France,43,83.03,3570.29,3570.29,Medium
10145,2003-08-25 00:00:00,Motorcycles,USA,47,83.03,3902.41,3902.41,Medium
10158,2003-10-10 00:00:00,Motorcycles,Norway,22,67.03,1474.66,1474.66,Small
10168,2003-10-28 00:00:00,Motorcycles,USA,29,75.41,2186.89,2186.89,Small
10180,2003-11-11 00:00:00,Motorcycles,France,28,68.55,1919.4,1919.3999999999999,Small
10188,2003-11-18 00:00:00,Motorcycles,Norway,40,91.4,3656.0,3656.0,Medium
10201,2003-12-01 00:00:00,Motorcycles,USA,25,73.88,1847.0,1847.0,Small
10210,2004-01-12 00:00:00,Motorcycles,Japan,30,61.7,1851.0,1851.0,Small
10223,2004-02-20 00:00:00,Motorcycles,Australia,38,69.31,2633.78,2633.78,Small
10236,2004-04-03 00:00:00,Motorcycles,USA,36,87.6,3153.6,3153.6,Medium
10250,2004-05-11 00:00:00,Motorcycles,USA,32,87.6,2803.2,2803.2,Small
10263,2004-06-28 00:00:00,Motorcycles,USA,37,62.46,2311.02,2311.02,Small
10275,2004-07-23 00:00:00,Motorcycles,France,30,79.98,2399.4,2399.4,Small
10285,2004-08-27 00:00:00,Motorcycles,USA,39,70.08,2733.12,2733.12,Small
10297,2004-09-16 00:00:00,Motorcycles,Ireland,32,65.51,2096.32,2096.32,Small
10308,2004-10-15 00:00:00,Motorcycles,USA,47,63.22,2971.34,2971.34,Small
10318,2004-11-02 00:00:00,Motorcycles,USA,26,86.83,2257.58,2257.58,Small
10329,2004-11-15 00:00:00,Motorcycles,USA,37,94.43,3493.91,3493.9100000000003,Medium
10340,2004-11-24 00:00:00,Motorcycles,Spain,55,79.98,4398.9,4398.900000000001,Medium
10363,2005-01-06 00:00:00,Motorcycles,Finland,21,100.0,3595.62,2100.0,Medium
10375,2005-02-03 00:00:00,Motorcycles,France,23,100.0,2443.29,2300.0,Small
10389,2005-03-03 00:00:00,Motorcycles,Sweden,49,81.4,3988.6,3988.6000000000004,Medium
10402,2005-04-07 00:00:00,Motorcycles,France,59,87.6,5168.4,5168.4,Medium
10416,2005-05-10 00:00:00,Motorcycles,Italy,32,87.6,2803.2,2803.2,Small
10105,2003-02-11 00:00:00,Ships,Denmark,43,100.0,6341.21,4300.0,Medium
10117,2003-04-16 00:00:00,Ships,Singapore,41,100.0,5189.78,4100.0,Medium
10129,2003-06-12 00:00:00,Ships,UK,45,100.0,6027.75,4500.0,Medium
10142,2003-08-08 00:00:00,Ships,USA,33,100.0,3366.0,3300.0,Medium
10153,2003-09-28 00:00:00,Ships,Spain,40,100.0,5456.4,4000.0,Medium
10167,2003-10-23 00:00:00,Ships,Sweden,33,100.0,3812.16,3300.0,Medium
10177,2003-11-07 00:00:00,Ships,Spain,50,100.0,6083.0,5000.0,Medium
10185,2003-11-14 00:00:00,Ships,USA,30,100.0,3170.7,3000.0,Medium
10197,2003-11-26 00:00:00,Ships,Spain,41,100.0,4534.6,4100.0,Medium
10208,2004-01-02 00:00:00,Ships,France,35,100.0,4301.15,3500.0,Medium
10221,2004-02-18 00:00:00,Ships,Belgium,49,100.0,6804.63,4900.0,Medium
10232,2004-03-20 00:00:00,Ships,UK,46,100.0,5652.94,4600.0,Medium
10248,2004-05-07 00:00:00,Ships,USA,48,100.0,6960.48,4800.0,Medium
10261,2004-06-17 00:00:00,Ships,Canada,36,100.0,4512.6,3600.0,Medium
10273,2004-07-21 00:00:00,Ships,Belgium,22,100.0,2784.76,2200.0,Small
10283,2004-08-20 00:00:00,Ships,Canada,42,100.0,5316.36,4200.0,Medium
10293,2004-09-09 00:00:00,Ships,Italy,21,100.0,2941.89,2100.0,Small
10306,2004-10-14 00:00:00,Ships,UK,29,100.0,3207.4,2900.0,Medium
10315,2004-10-29 00:00:00,Ships,France,35,100.0,4215.05,3500.0,Medium
10326,2004-11-09 00:00:00,Ships,Sweden,41,100.0,4333.29,4100.0,Medium
10337,2004-11-21 00:00:00,Ships,USA,29,71.97,2087.13,2087.13,Small
10350,2004-12-02 00:00:00,Ships,Spain,34,50.33,1711.22,1711.22,Small
10372,2005-01-26 00:00:00,Ships,Japan,37,100.0,3910.53,3700.0,Medium
10384,2005-02-23 00:00:00,Ships,USA,28,80.54,2255.12,2255.1200000000003,Small
10396,2005-03-23 00:00:00,Ships,USA,49,100.0,5720.75,4900.0,Medium
10414,2005-05-06 00:00:00,Ships,USA,23,100.0,3335.23,2300.0,Medium
10101,2003-01-09 00:00:00,Vintage Cars,Germany,46,53.76,2472.96,2472.96,Small
10110,2003-03-18 00:00:00,Vintage Cars,UK,39,44.35,1729.65,1729.65,Small
10124,2003-05-21 00:00:00,Vintage Cars,USA,22,45.25,995.5,995.5,Small
10149,2003-09-12 00:00:00,Vintage Cars,USA,49,49.28,2414.72,2414.7200000000003,Small
10162,2003-10-18 00:00:00,Vintage Cars,USA,43,36.29,1560.47,1560.47,Small
10173,2003-11-05 00:00:00,Vintage Cars,Italy,27,41.22,1112.94,1112.94,Small
10182,2003-11-12 00:00:00,Vintage Cars,USA,31,36.74,1138.94,1138.94,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,20,50.62,1012.4,1012.4,Small
10205,2003-12-03 00:00:00,Vintage Cars,Spain,24,38.08,913.92,913.92,Small
10214,2004-01-26 00:00:00,Vintage Cars,Spain,49,47.94,2349.06,2349.06,Small
10227,2004-03-02 00:00:00,Vintage Cars,France,24,48.38,1161.12,1161.1200000000001,Small
10244,2004-04-29 00:00:00,Vintage Cars,Spain,39,45.25,1764.75,1764.75,Small
10255,2004-06-04 00:00:00,Vintage Cars,France,37,45.7,1690.9,1690.9,Small
10280,2004-08-17 00:00:00,Vintage Cars,Italy,45,47.49,2137.05,2137.05,Small
10289,2004-09-03 00:00:00,Vintage Cars,Norway,45,48.38,2177.1,2177.1,Small
10304,2004-10-11 00:00:00,Vintage Cars,France,44,39.42,1734.48,1734.48,Small
10312,2004-10-21 00:00:00,Vintage Cars,USA,23,37.63,865.49,865.49,Small
10322,2004-11-04 00:00:00,Vintage Cars,USA,30,100.0,3500.1,3000.0,Medium
10332,2004-11-17 00:00:00,Vintage Cars,UK,26,85.52,2223.52,2223.52,Small
10345,2004-11-25 00:00:00,Vintage Cars,France,43,53.76,2311.68,2311.68,Small
10356,2004-12-09 00:00:00,Vintage Cars,France,26,31.86,828.36,828.36,Small
10367,2005-01-12 00:00:00,Vintage Cars,USA,28,30.59,856.52,856.52,Small
10380,2005-02-16 00:00:00,Vintage Cars,Spain,27,68.35,1845.45,1845.4499999999998,Small
10391,2005-03-09 00:00:00,Vintage Cars,Australia,24,100.0,4042.08,2400.0,Medium
10421,2005-05-29 00:00:00,Vintage Cars,USA,40,45.7,1828.0,1828.0,Small
10103,2003-01-29 00:00:00,Trucks and Buses,Norway,36,100.0,3680.28,3600.0,Medium
10114,2003-04-01 00:00:00,Trucks and Buses,France,21,100.0,2925.09,2100.0,Small
10126,2003-05-28 00:00:00,Trucks and Buses,Spain,27,100.0,3415.77,2700.0,Medium
10140,2003-07-24 00:00:00,Trucks and Buses,USA,47,100.0,5105.14,4700.0,Medium
10151,2003-09-21 00:00:00,Trucks and Buses,Finland,42,100.0,5098.8,4200.0,Medium
10165,2003-10-22 00:00:00,Trucks and Buses,Singapore,32,100.0,4661.76,3200.0,Medium
10175,2003-11-06 00:00:00,Trucks and Buses,UK,28,100.0,2969.96,2800.0,Small
10184,2003-11-14 00:00:00,Trucks and Buses,Spain,24,100.0,3496.32,2400.0,Medium
10194,2003-11-25 00:00:00,Trucks and Buses,France,49,100.0,5760.93,4900.0,Medium
10207,2003-12-09 00:00:00,Trucks and Buses,USA,46,100.0,6819.04,4600.0,Medium
10217,2004-02-04 00:00:00,Trucks and Buses,Singapore,28,100.0,3148.88,2800.0,Medium
10229,2004-03-11 00:00:00,Trucks and Buses,USA,48,100.0,5704.32,4800.0,Medium
10246,2004-05-05 00:00:00,Trucks and Buses,Spain,29,100.0,3520.6,2900.0,Medium
10259,2004-06-15 00:00:00,Trucks and Buses,Singapore,47,100.0,5285.62,4700.0,Medium
10271,2004-07-20 00:00:00,Trucks and Buses,USA,43,100.0,5605.05,4300.0,Medium
10281,2004-08-19 00:00:00,Trucks and Buses,USA,25,100.0,2779.5,2500.0,Small
10291,2004-09-08 00:00:00,Trucks and Buses,Sweden,48,100.0,5398.08,4800.0,Medium
10305,2004-10-13 00:00:00,Trucks and Buses,USA,24,100.0,3189.6,2400.0,Medium
10313,2004-10-22 00:00:00,Trucks and Buses,Canada,42,100.0,5581.8,4200.0,Medium
10324,2004-11-05 00:00:00,Trucks and Buses,USA,31,100.0,3820.44,3100.0,Medium
10334,2004-11-19 00:00:00,Trucks and Buses,Sweden,42,100.0,5528.04,4200.0,Medium
10348,2004-11-01 00:00:00,Trucks and Buses,Spain,37,100.0,5981.42,3700.0,Medium
10358,2004-12-10 00:00:00,Trucks and Buses,Spain,41,100.0,5684.65,4100.0,Medium
10371,2005-01-23 00:00:00,Trucks and Buses,USA,20,100.0,3449.4,2000.0,Medium
10382,2005-02-17 00:00:00,Trucks and Buses,USA,20,100.0,2654.4,2000.0,Small
10412,2005-05-03 00:00:00,Trucks and Buses,Spain,70,100.0,8498.0,7000.0,Large
10425,2005-05-31 00:00:00,Trucks and Buses,France,49,100.0,5510.54,4900.0,Medium
10108,2003-03-03 00:00:00,Motorcycles,Philippines,35,58.87,2060.45,2060.45,Small
10121,2003-05-07 00:00:00,Motorcycles,France,32,76.88,2460.16,2460.16,Small
10135,2003-07-02 00:00:00,Motorcycles,USA,29,61.64,1787.56,1787.56,Small
10145,2003-08-25 00:00:00,Motorcycles,USA,27,60.95,1645.65,1645.65,Small
10159,2003-10-10 00:00:00,Motorcycles,USA,27,80.34,2169.18,2169.1800000000003,Small
10169,2003-11-04 00:00:00,Motorcycles,Australia,38,74.11,2816.18,2816.18,Small
10180,2003-11-11 00:00:00,Motorcycles,France,35,72.03,2521.05,2521.05,Small
10190,2003-11-19 00:00:00,Motorcycles,Spain,42,76.19,3199.98,3199.98,Medium
10211,2004-01-15 00:00:00,Motorcycles,France,21,63.72,1338.12,1338.12,Small
10224,2004-02-21 00:00:00,Motorcycles,France,37,80.34,2972.58,2972.58,Small
10237,2004-04-05 00:00:00,Motorcycles,USA,26,79.65,2070.9,2070.9,Small
10252,2004-05-26 00:00:00,Motorcycles,France,47,65.8,3092.6,3092.6,Medium
10264,2004-06-30 00:00:00,Motorcycles,USA,37,65.1,2408.7,2408.7,Small
10276,2004-08-02 00:00:00,Motorcycles,USA,46,75.49,3472.54,3472.54,Medium
10285,2004-08-27 00:00:00,Motorcycles,USA,38,59.56,2263.28,2263.28,Small
10299,2004-09-30 00:00:00,Motorcycles,Finland,33,66.49,2194.17,2194.1699999999996,Small
10309,2004-10-15 00:00:00,Motorcycles,Norway,24,56.1,1346.4,1346.4,Small
10319,2004-11-03 00:00:00,Motorcycles,USA,31,81.73,2533.63,2533.63,Small
10330,2004-11-16 00:00:00,Motorcycles,Philippines,42,81.03,3403.26,3403.26,Medium
10341,2004-11-24 00:00:00,Motorcycles,Austria,32,100.0,3307.2,3200.0,Medium
10355,2004-12-07 00:00:00,Motorcycles,Spain,41,70.65,2896.65,2896.65,Small
10363,2005-01-06 00:00:00,Motorcycles,Finland,43,61.23,2632.89,2632.89,Small
10375,2005-02-03 00:00:00,Motorcycles,France,20,100.0,2046.0,2000.0,Small
10390,2005-03-04 00:00:00,Motorcycles,USA,35,65.13,2279.55,2279.5499999999997,Small
10403,2005-04-08 00:00:00,Motorcycles,UK,27,79.65,2150.55,2150.55,Small
10110,2003-03-18 00:00:00,Classic Cars,UK,43,78.15,3360.45,3360.4500000000003,Medium
10124,2003-05-21 00:00:00,Classic Cars,USA,32,72.7,2326.4,2326.4,Small
10148,2003-09-11 00:00:00,Classic Cars,Australia,21,73.6,1545.6,1545.6,Small
10161,2003-10-17 00:00:00,Classic Cars,Denmark,20,100.0,2144.6,2000.0,Small
10172,2003-11-05 00:00:00,Classic Cars,USA,22,74.51,1639.22,1639.22,Small
10182,2003-11-12 00:00:00,Classic Cars,USA,36,73.6,2649.6,2649.6,Small
10192,2003-11-20 00:00:00,Classic Cars,USA,46,83.6,3845.6,3845.6,Medium
10204,2003-12-02 00:00:00,Classic Cars,USA,47,96.32,4527.04,4527.04,Medium
10212,2004-01-16 00:00:00,Classic Cars,Spain,45,88.14,3966.3,3966.3,Medium
10227,2004-03-02 00:00:00,Classic Cars,France,47,88.14,4142.58,4142.58,Medium
10241,2004-04-13 00:00:00,Classic Cars,France,47,94.5,4441.5,4441.5,Medium
10267,2004-07-07 00:00:00,Classic Cars,USA,38,87.24,3315.12,3315.12,Medium
10279,2004-08-09 00:00:00,Classic Cars,Spain,49,79.97,3918.53,3918.5299999999997,Medium
10288,2004-09-01 00:00:00,Classic Cars,Singapore,35,80.87,2830.45,2830.4500000000003,Small
10302,2003-10-06 00:00:00,Classic Cars,UK,49,100.0,5298.86,4900.0,Medium
10311,2004-10-16 00:00:00,Classic Cars,Spain,28,93.6,2620.8,2620.7999999999997,Small
10321,2004-11-04 00:00:00,Classic Cars,USA,30,72.7,2181.0,2181.0,Small
10332,2004-11-17 00:00:00,Classic Cars,UK,39,86.72,3382.08,3382.08,Medium
10346,2004-11-29 00:00:00,Classic Cars,USA,25,100.0,2876.75,2500.0,Small
10368,2005-01-19 00:00:00,Classic Cars,USA,40,100.0,4107.2,4000.0,Medium
10380,2005-02-16 00:00:00,Classic Cars,Spain,36,37.5,1350.0,1350.0,Small
10407,2005-04-22 00:00:00,Classic Cars,USA,76,94.5,7182.0,7182.0,Large
10420,2005-05-29 00:00:00,Classic Cars,Australia,39,100.0,3933.93,3900.0,Medium
10104,2003-01-31 00:00:00,Classic Cars,Spain,44,39.6,1742.4,1742.4,Small
10114,2003-04-01 00:00:00,Classic Cars,France,24,30.06,721.44,721.4399999999999,Small
10127,2003-06-03 00:00:00,Classic Cars,USA,39,38.19,1489.41,1489.4099999999999,Small
10141,2003-08-01 00:00:00,Classic Cars,Finland,21,42.43,891.03,891.03,Small
10151,2003-09-21 00:00:00,Classic Cars,Finland,30,40.31,1209.3,1209.3000000000002,Small
10165,2003-10-22 00:00:00,Classic Cars,Singapore,27,31.82,859.14,859.14,Small
10175,2003-11-06 00:00:00,Classic Cars,UK,37,31.12,1151.44,1151.44,Small
10184,2003-11-14 00:00:00,Classic Cars,Spain,42,31.82,1336.44,1336.44,Small
10195,2003-11-25 00:00:00,Classic Cars,USA,32,28.29,905.28,905.28,Small
10207,2003-12-09 00:00:00,Classic Cars,USA,42,29.7,1247.4,1247.3999999999999,Small
10219,2004-02-10 00:00:00,Classic Cars,USA,21,40.31,846.51,846.51,Small
10229,2004-03-11 00:00:00,Classic Cars,USA,33,32.88,1085.04,1085.0400000000002,Small
10246,2004-05-05 00:00:00,Classic Cars,Spain,49,36.07,1767.43,1767.43,Small
10259,2004-06-15 00:00:00,Classic Cars,Singapore,31,33.24,1030.44,1030.44,Small
10271,2004-07-20 00:00:00,Classic Cars,USA,38,41.72,1585.36,1585.36,Small
10281,2004-08-19 00:00:00,Classic Cars,USA,20,40.66,813.2,813.1999999999999,Small
10292,2004-09-08 00:00:00,Classic Cars,USA,39,30.06,1172.34,1172.34,Small
10305,2004-10-13 00:00:00,Classic Cars,USA,48,31.47,1510.56,1510.56,Small
10314,2004-10-22 00:00:00,Classic Cars,Denmark,39,37.13,1448.07,1448.0700000000002,Small
10324,2004-11-05 00:00:00,Classic Cars,USA,30,100.0,3338.1,3000.0,Medium
10335,2004-11-19 00:00:00,Classic Cars,USA,33,37.13,1225.29,1225.2900000000002,Small
10349,2004-12-01 00:00:00,Classic Cars,USA,36,37.13,1336.68,1336.68,Small
10358,2004-12-10 00:00:00,Classic Cars,Spain,36,82.94,2985.84,2985.84,Small
10371,2005-01-23 00:00:00,Classic Cars,USA,45,100.0,5545.8,4500.0,Medium
10383,2005-02-22 00:00:00,Classic Cars,Spain,40,100.0,6089.6,4000.0,Medium
10394,2005-03-15 00:00:00,Classic Cars,Spain,46,38.9,1789.4,1789.3999999999999,Small
